commodity_desc,statisticcat_desc,unit_desc,short_desc,prodn_practice_desc,util_practice_desc,agg_level_desc,state_alpha,state_name,year,freq_desc,begin_code,end_code,reference_period_desc,Value,value_num,load_time
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2024,MONTHLY,04,04,APR,"4,157,000",4157000.0,2025-09-02 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2024,MONTHLY,05,05,MAY,"3,747,000",3747000.0,2025-09-02 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2024,MONTHLY,06,06,JUN,"4,032,000",4032000.0,2025-09-02 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2024,MONTHLY,07,07,JUL,"4,636,000",4636000.0,2025-09-02 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2024,MONTHLY,08,08,AUG,"3,913,000",3913000.0,2025-09-02 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2024,MONTHLY,09,09,SEP,"3,513,000",3513000.0,2025-09-02 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2024,MONTHLY,10,10,OCT,"3,494,000",3494000.0,2025-09-02 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2024,MONTHLY,11,11,NOV,"3,876,000",3876000.0,2025-09-02 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2024,MONTHLY,12,12,DEC,"3,184,000",3184000.0,2025-09-02 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2023,MONTHLY,01,01,JAN,"6,082,000",6082000.0,2024-09-03 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2023,MONTHLY,02,02,FEB,"3,362,000",3362000.0,2024-09-03 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2023,MONTHLY,03,03,MAR,"5,707,000",5707000.0,2024-09-03 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2023,MONTHLY,04,04,APR,"6,355,000",6355000.0,2024-09-03 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2023,MONTHLY,05,05,MAY,"5,149,000",5149000.0,2024-09-03 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2023,MONTHLY,06,06,JUN,"5,406,000",5406000.0,2024-09-03 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2023,MONTHLY,07,07,JUL,"4,877,000",4877000.0,2024-09-03 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2023,MONTHLY,08,08,AUG,"4,956,000",4956000.0,2024-09-03 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2023,MONTHLY,09,09,SEP,"5,381,000",5381000.0,2024-09-03 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2023,MONTHLY,10,10,OCT,"6,421,000",6421000.0,2024-09-03 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2023,MONTHLY,11,11,NOV,"5,351,000",5351000.0,2024-09-03 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2023,MONTHLY,12,12,DEC,"3,795,000",3795000.0,2024-09-03 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2022,MONTHLY,01,01,JAN,"3,787,000",3787000.0,2023-09-01 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2022,MONTHLY,02,02,FEB,"4,061,000",4061000.0,2023-09-01 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2022,MONTHLY,03,03,MAR,"4,330,000",4330000.0,2023-09-01 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2022,MONTHLY,04,04,APR,"3,971,000",3971000.0,2023-09-01 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2022,MONTHLY,05,05,MAY,"4,646,000",4646000.0,2023-09-01 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2022,MONTHLY,06,06,JUN,"3,667,000",3667000.0,2023-09-01 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2022,MONTHLY,07,07,JUL,"3,399,000",3399000.0,2023-09-01 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2022,MONTHLY,08,08,AUG,"4,012,000",4012000.0,2023-09-01 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2022,MONTHLY,09,09,SEP,"4,474,000",4474000.0,2023-09-01 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2022,MONTHLY,10,10,OCT,"4,585,000",4585000.0,2023-09-01 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2022,MONTHLY,11,11,NOV,"4,417,000",4417000.0,2023-09-01 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2022,MONTHLY,12,12,DEC,"4,448,000",4448000.0,2023-09-01 15:00:00
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2021,MONTHLY,01,01,JAN,"3,291,000",3291000.0,2022-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2021,MONTHLY,02,02,FEB,"2,755,000",2755000.0,2022-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2021,MONTHLY,03,03,MAR,"3,721,000",3721000.0,2022-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2021,MONTHLY,04,04,APR,"3,658,000",3658000.0,2022-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2021,MONTHLY,05,05,MAY,"3,852,000",3852000.0,2022-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2021,MONTHLY,06,06,JUN,"3,708,000",3708000.0,2022-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2021,MONTHLY,07,07,JUL,"3,642,000",3642000.0,2022-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2021,MONTHLY,08,08,AUG,"2,372,000",2372000.0,2022-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2021,MONTHLY,09,09,SEP,"3,413,000",3413000.0,2022-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2021,MONTHLY,10,10,OCT,"3,837,000",3837000.0,2022-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2021,MONTHLY,11,11,NOV,"4,790,000",4790000.0,2022-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2021,MONTHLY,12,12,DEC,"4,740,000",4740000.0,2022-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2020,MONTHLY,01,01,JAN,"2,699,000",2699000.0,2021-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2020,MONTHLY,02,02,FEB,"2,617,000",2617000.0,2021-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2020,MONTHLY,03,03,MAR,"4,045,000",4045000.0,2021-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2020,MONTHLY,04,04,APR,"4,137,000",4137000.0,2021-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2020,MONTHLY,05,05,MAY,"3,992,000",3992000.0,2021-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2020,MONTHLY,06,06,JUN,"3,649,000",3649000.0,2021-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2020,MONTHLY,07,07,JUL,"3,247,000",3247000.0,2021-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2020,MONTHLY,08,08,AUG,"3,201,000",3201000.0,2021-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2020,MONTHLY,09,09,SEP,"3,862,000",3862000.0,2021-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2020,MONTHLY,10,10,OCT,"3,301,000",3301000.0,2021-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2020,MONTHLY,11,11,NOV,"3,952,000",3952000.0,2021-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2020,MONTHLY,12,12,DEC,"3,716,000",3716000.0,2021-03-01 15:00:12
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2019,MONTHLY,01,01,JAN,"2,869,000",2869000.0,2020-03-02 15:00:11
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2019,MONTHLY,02,02,FEB,"2,740,000",2740000.0,2020-03-02 15:00:11
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2019,MONTHLY,03,03,MAR,"3,455,000",3455000.0,2020-03-02 15:00:11
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2019,MONTHLY,04,04,APR,"3,692,000",3692000.0,2020-03-02 15:00:11
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2019,MONTHLY,05,05,MAY,"3,327,000",3327000.0,2020-03-02 15:00:11
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2019,MONTHLY,06,06,JUN,"3,439,000",3439000.0,2020-03-02 15:00:11
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2019,MONTHLY,07,07,JUL,"5,111,000",5111000.0,2020-03-02 15:00:11
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2019,MONTHLY,08,08,AUG,"3,341,000",3341000.0,2020-03-02 15:00:11
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2019,MONTHLY,09,09,SEP,"3,300,000",3300000.0,2020-03-02 15:00:11
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2019,MONTHLY,10,10,OCT,"3,195,000",3195000.0,2020-03-02 15:00:11
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2019,MONTHLY,11,11,NOV,"3,406,000",3406000.0,2020-03-02 15:00:11
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2019,MONTHLY,12,12,DEC,"3,239,000",3239000.0,2020-03-02 15:00:11
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2018,MONTHLY,01,01,JAN,"2,933,000",2933000.0,2019-03-15 15:06:35
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2018,MONTHLY,02,02,FEB,"2,364,000",2364000.0,2019-03-15 15:06:35
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2018,MONTHLY,03,03,MAR,"2,717,000",2717000.0,2019-03-15 15:06:35
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2018,MONTHLY,04,04,APR,"3,096,000",3096000.0,2019-03-15 15:06:35
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2018,MONTHLY,05,05,MAY,"2,924,000",2924000.0,2019-03-15 15:06:35
CORN,USAGE,BU,"CORN, FOR BEVERAGE ALCOHOL - USAGE, MEASURED IN BU",ALL PRODUCTION PRACTICES,FOR BEVERAGE ALCOHOL,NATIONAL,US,US TOTAL,2018,MONTHLY,06,06,JUN,"3,123,000",3123000.0,2019-03-15 15:06:35
